Tutorial Group,Student ID,School,Name,Gender,CGPA,Assigned_Group,Vector_Displacement
G-66,2580,MAE,Jing Mei,Male,4.04,G-66-4,1.046987
G-66,3566,SPMS,Kajal Kaur,Female,4.12,G-66-4,1.166805
G-66,4192,CCEB,Lachlan Zhao,Male,4.09,G-66-4,1.206814
G-66,3445,NIE,Vera Lim,Female,4.19,G-66-4,1.247066
G-66,5868,CoB (NBS),Saira Khan,Female,4.09,G-66-5,0.326814
G-66,3701,EEE,Arjun Mehta,Male,4.21,G-66-5,1.047213
G-66,4550,CEE,Dustin Chen,Male,4.06,G-66-5,1.166894
G-66,5330,SSS,Ying Yue,Female,4.17,G-66-5,1.206952
G-66,2156,MSE,Ellie Russell,Female,4.08,G-66-5,1.246832
G-66,1226,CoB (NBS),Andrew Phillips,Male,4.15,G-66-6,0.286869
G-66,4331,CoB (NBS),Pallavi Joshi,Female,4.25,G-66-6,0.327602
G-66,3947,MAE,Yuki Yamamoto,Female,3.92,G-66-6,1.08822
G-66,246,CEE,Caiyun,Male,4.25,G-66-6,1.167602
G-66,843,CCEB,Khalifah Binti Abd,Male,4,G-66-6,1.20727
G-66,906,CoB (NBS),Violet Tsai,Female,4.1,G-66-7,0.326803
G-66,4648,EEE,Oliver Thomas,Male,4.15,G-66-7,1.046869
G-66,11,MAE,Fiona Tsai,Female,4.14,G-66-7,1.08684
G-66,4701,CCDS,Kong Ming,Male,4.02,G-66-7,1.207113
G-66,2779,MSE,Chloe Ong,Female,4.09,G-66-7,1.246814
G-66,382,CoB (NBS),Tao Ming,Male,4.22,G-66-8,0.287298
G-66,5078,MAE,Maya Lopez,Female,4.11,G-66-8,1.0868
G-66,5932,SPMS,Alvin Lee,Male,4.15,G-66-8,1.126869
G-66,4598,SSS,Nisha Joshi,Female,4.08,G-66-8,1.206832
G-66,997,SBS,Jasmine Ali,Female,3.9,G-66-8,1.208537
G-66,4645,CoB (NBS),Xiu Chen,Female,4.1,G-66-9,0.326803
G-66,272,EEE,James Li,Male,4.19,G-66-9,1.047066
G-66,5527,SPMS,Carlos Martinez,Male,4.15,G-66-9,1.126869
G-66,2149,SSS,Ella Tsai,Female,4.03,G-66-9,1.207046
G-66,287,CCDS,Daniel Kim,Male,3.89,G-66-9,1.208708
G-66,1090,WKW SCI,Syed Bilal Bin Rahman,Male,4.15,G-66-10,0.286869
G-66,2584,MAE,Lina Yeo,Female,4.09,G-66-10,1.086814
G-66,4021,EEE,Zoe Yip,Female,4,G-66-10,1.08727
G-66,4779,NIE,Cameron Hall,Male,4.21,G-66-10,1.207213
G-66,3009,CoE,In-Ho Kim,Male,3.9,G-66-10,1.208537
G-67,5283,CoB (NBS),Disha Nair,Female,4.01,G-67-1,0.25465
G-67,5717,CCDS,Ava Chan,Female,4.22,G-67-1,0.935086
G-67,5253,SSS,Janelle Pineda,Female,4.02,G-67-1,1.13459
G-67,5272,SPMS,Umara Rahmadani,Female,4.15,G-67-1,1.174549
G-67,1321,CEE,Zane Lee,Male,4.19,G-67-1,1.254808
G-67,852,CoB (NBS),Justin Li,Male,4.2,G-67-2,0.374893
G-67,249,EEE,Remy Mendoza,Female,4.14,G-67-2,1.094504
G-67,5252,NIE,Natsumi Yamamoto,Female,4.01,G-67-2,1.17465
G-67,2393,MSE,Zoe Leung,Female,4.12,G-67-2,1.214438
G-67,1792,LKCMedicine,Hugo Wang,Male,4.1,G-67-2,1.334405
G-67,5509,CoB (NBS),Sameer Khan,Male,4.01,G-67-3,0.37465
G-67,3038,CCDS,Lian Huang,Female,3.95,G-67-3,0.935173
G-67,2219,CoE,Olivia Lee,Female,4.12,G-67-3,1.134438
G-67,1364,MAE,Zara Santos,Female,4.25,G-67-3,1.175437
G-67,4275,SBS,Julian Carter,Male,4.22,G-67-3,1.255086
G-67,2285,CoB (NBS),Oliver Huang,Male,4.08,G-67-4,0.374403
G-67,1660,CCDS,Kieu Nguyen,Female,4.01,G-67-4,0.93465
G-67,2291,SoH,Aria Wu,Female,4.18,G-67-4,1.134731
G-67,4681,MAE,Jaya Singh,Female,4.01,G-67-4,1.17465
G-67,2311,CEE,Ethan Taylor,Male,4.21,G-67-4,1.254986
G-67,3966,WKW SCI,Owen Hall,Male,4.22,G-67-5,0.375086
G-67,2521,EEE,Anastasia Smirnova,Female,4.09,G-67-5,1.0944
G-67,5878,SSS,Olivia Kim,Female,4.09,G-67-5,1.1344
G-67,5764,CCEB,Rina Lestari,Female,4,G-67-5,1.174717
G-67,453,NIE,Dylan Liu,Male,4.09,G-67-5,1.2944
G-67,2889,CoB (NBS),Peyton Chang,Female,4.09,G-67-6,0.2544
G-67,3350,CCDS,Jerome Tan,Male,4.18,G-67-6,1.054731
G-67,2305,EEE,Umme Aiman,Female,4,G-67-6,1.094717
G-67,1023,ASE,Peishan,Male,4.1,G-67-6,1.254405
G-67,571,SoH,Paul Chan,Male,4.06,G-67-6,1.254434
G-67,1459,CoB (NBS),Sanya Gupta,Female,4.12,G-67-7,0.254438
G-67,5778,CCDS,Bingli,Male,4.2,G-67-7,1.054893
G-67,716,SoH,Sanya Maheshwari,Female,4,G-67-7,1.134717
G-67,393,EEE,Yuki Takahashi,Male,4.06,G-67-7,1.214434
G-67,5454,SBS,Leo Huang,Male,4.04,G-67-7,1.254496
G-67,3153,WKW SCI,Xue Ying,Male,4.17,G-67-8,0.374662
G-67,4916,CCDS,Kah Ying,Female,3.88,G-67-8,0.936147
G-67,2314,CEE,Emery Rice,Female,4.12,G-67-8,1.134438
G-67,1729,CCEB,Lila Young,Female,4.01,G-67-8,1.17465
G-67,5973,CoE,Dev Raj,Male,4.23,G-67-8,1.255195
G-67,4818,CoB (NBS),Vika Rahmadani,Female,4.15,G-67-9,0.254549
G-67,4473,CCDS,Jett Brown,Male,4.2,G-67-9,1.054893
G-67,549,SSS,Ayesha Malik,Female,4,G-67-9,1.134717
G-67,4628,ASE,Eli Chen,Male,4.06,G-67-9,1.254434
G-67,2947,CoE,Rahul Gupta,Male,3.9,G-67-9,1.255829
G-67,4977,CoB (NBS),Alexander Adams,Male,4.23,G-67-10,0.375195
G-67,3570,CCDS,Addison Bell,Female,3.85,G-67-10,0.936685
G-67,2297,SBS,Isabella Hernandez,Female,4.1,G-67-10,1.134405
G-67,1871,SPMS,Cynthia Lee,Female,4.16,G-67-10,1.174602
G-67,227,ASE,Akira Matsuda,Male,3.85,G-67-10,1.256685
G-68,5976,CoB (NBS),Xiuqin,Female,4.05,G-68-1,0.299629
G-68,2624,EEE,Hunter Yang,Male,4.08,G-68-1,1.0196
G-68,451,SBS,Mabel Wang,Female,4.02,G-68-1,1.01973
G-68,139,CCDS,Rahul Mehta,Male,4.04,G-68-1,1.139655
G-68,3512,NIE,Sadie Rivera,Female,4.52,G-68-1,1.22745
G-68,4276,CoB (NBS),Leona Chua,Female,4.05,G-68-2,0.299629
G-68,918,EEE,Leo Kelly,Male,4.1,G-68-2,1.019621
G-68,4613,SBS,Valerie Tan,Female,3.95,G-68-2,1.020245
G-68,1084,CCDS,Adrian Liu,Male,4.22,G-68-2,1.140418
G-68,4314,SPMS,Nora Parker,Female,4.18,G-68-2,1.220024
G-68,3349,WKW SCI,Lin Chen,Female,4.1,G-68-3,0.299621
G-68,2643,EEE,Maddox Torres,Male,4.03,G-68-3,1.019688
G-68,3755,CCDS,Jennifer Tan,Female,4.2,G-68-3,1.020205
G-68,1457,SBS,Samuel Torres,Male,4.03,G-68-3,1.139688
G-68,2530,NIE,Sophie Turner,Female,4.12,G-68-3,1.219674
G-68,1050,CoB (NBS),Yong Zhang,Male,4.03,G-68-4,0.419688
G-68,1918,CCDS,Sanya Malik,Female,4.18,G-68-4,1.020024
G-68,5415,EEE,Matthew Hall,Male,4.19,G-68-4,1.020111
G-68,2996,SSS,Aditi Kapoor,Female,4,G-68-4,1.139837
G-68,1576,SPMS,Riley Adams,Male,4,G-68-4,1.339837
G-68,858,EEE,Naomi Ueno,Female,4.22,G-68-5,0.900418
G-68,3762,SBS,Maya Ramirez,Female,4.01,G-68-5,1.01978
G-68,4557,MAE,Sana Mehta,Female,4.11,G-68-5,1.059644
G-68,2464,MAE,Jayden Lee,Male,4.02,G-68-5,1.17973
G-68,83,MSE,Knox Yang,Male,4.03,G-68-5,1.379688
G-68,120,EEE,Fatimah Binti Ali,Female,3.88,G-68-6,0.901152
G-68,2435,SBS,Luna Rivera,Female,4.19,G-68-6,1.020111
G-68,4695,MAE,Mia Lewis,Female,4.13,G-68-6,1.059712
G-68,630,SSS,Luna Long,Female,4.03,G-68-6,1.139688
G-68,5572,LKCMedicine,Levi Li,Male,4.14,G-68-6,1.379759
G-68,1393,CoB (NBS),Ursula Wong,Female,4.14,G-68-7,0.299759
G-68,1743,EEE,Aiden Thompson,Male,4.16,G-68-7,1.019876
G-68,2513,MAE,Laura Garcia,Female,3.85,G-68-7,1.061661
G-68,5105,SSS,Nina Patel,Female,4.16,G-68-7,1.139876
G-68,3605,CoE,Nashit Khan,Male,4.02,G-68-7,1.33973
G-68,2433,CoB (NBS),Iris Zhao,Female,4.02,G-68-8,0.29973
G-68,5603,EEE,Jin Le Tan,Male,4.15,G-68-8,1.019813
G-68,4420,MAE,Diya Mathur,Female,4.02,G-68-8,1.05973
G-68,1579,CCDS,Hunter Johnson,Male,4.15,G-68-8,1.139813
G-68,2731,CCEB,Vina Herlina,Female,3.9,G-68-8,1.260853
G-68,1714,CoB (NBS),Song-Joo Lee,Female,4.12,G-68-9,0.299674
G-68,1591,EEE,Tenzin Wangchuk,Male,4.14,G-68-9,1.019759
G-68,733,SBS,Wenwen,Female,3.8,G-68-9,1.022669
G-68,1196,CCDS,Henry Smith,Male,4.15,G-68-9,1.139813
G-68,485,SSS,Ahmad Bin Zakaria,Male,4.01,G-68-9,1.25978
G-68,3836,EEE,Anika Tan,Female,3.95,G-68-10,0.900245
G-68,1218,SBS,Emma Tsai,Female,4.22,G-68-10,1.020418
G-68,5510,CCDS,Li Jun,Male,4.05,G-68-10,1.139629
G-68,1448,MAE,Tran Van Dung,Male,4.11,G-68-10,1.179644
G-68,3561,CoE,Mohammed Ali,Male,3.88,G-68-10,1.341152
G-69,923,EEE,Naim Bin Rahim,Male,4.15,G-69-1,1.040071
G-69,2212,SoH,Xiang Yu Tan,Male,4.05,G-69-1,1.120135
G-69,765,SBS,Lucas Wilson,Male,4.17,G-69-1,1.160154
G-69,151,CCEB,Mia Wu,Female,4.09,G-69-1,1.200013
G-69,4159,CEE,Ella Cooper,Female,4.14,G-69-1,1.240041
G-69,1361,CoB (NBS),James Anderson,Male,4.09,G-69-2,0.320013
G-69,515,EEE,Clara Tsai,Female,4.02,G-69-2,1.04031
G-69,869,SoH,Jian Liu,Male,4.18,G-69-2,1.120207
G-69,1443,CoE,Jia Tan,Female,4.3,G-69-2,1.161475
G-69,1131,MSE,Libby Tan,Female,4,G-69-2,1.240467
G-69,4830,CoB (NBS),Ivy Reyes,Female,4.06,G-69-3,0.320092
G-69,2432,EEE,Fikri Andika,Male,4.2,G-69-3,1.040339
G-69,3576,SSS,Hina Ali,Female,3.95,G-69-3,1.120999
G-69,3769,CCDS,Xander Lim,Male,4.15,G-69-3,1.200071
G-69,5669,CCEB,Milo Liu,Male,4.22,G-69-3,1.200502
G-69,2412,CoB (NBS),Sanjay Kapoor,Male,3.91,G-69-4,0.321568
G-69,2298,SSS,Kiera Wong,Female,4.02,G-69-4,1.12031
G-69,3360,SBS,Scarlett Bell,Female,4.2,G-69-4,1.160339
G-69,4540,CoE,Ningyue,Female,4.3,G-69-4,1.161475
G-69,995,CEE,Shakir Bin Ahmad,Male,4.15,G-69-4,1.240071
G-69,3332,EEE,Cindy Chang,Female,4.06,G-69-5,1.040092
G-69,4017,SoH,Jackson Mitchell,Male,4.17,G-69-5,1.120154
G-69,3209,SBS,Ji-Hoon Kim,Male,4.19,G-69-5,1.160269
G-69,2697,CCDS,Victoria Parker,Female,4.01,G-69-5,1.200384
G-69,426,ASE,Nita Nair,Female,4.14,G-69-5,1.280041
G-69,1385,EEE,Ryan Lin,Male,4.1,G-69-6,1.040003
G-69,3452,SSS,Colin Wong,Male,4.11,G-69-6,1.12
G-69,845,SBS,Jessica Brown,Female,4.02,G-69-6,1.16031
G-69,1086,CCEB,Maxine Ong,Female,4.12,G-69-6,1.200006
G-69,2516,ADM,Xiangqi,Female,4.2,G-69-6,1.240339
G-69,2001,CoB (NBS),Gaurav Joshi,Male,4.18,G-69-7,0.320207
G-69,3693,SoH,Amina Binti Noor,Female,4.05,G-69-7,1.120135
G-69,3706,CoE,Aria Young,Female,4.12,G-69-7,1.160006
G-69,1038,MAE,Irfan Bin Zain,Male,4,G-69-7,1.200467
G-69,1602,SPMS,Kenta Hashimoto,Male,4.19,G-69-7,1.240269
G-69,651,CoB (NBS),Jonas Lee,Male,4.14,G-69-8,0.320041
G-69,1338,EEE,Nora Binti Zainal,Female,3.95,G-69-8,1.040999
G-69,2575,SSS,Sofia Hall,Female,4.01,G-69-8,1.120384
G-69,1243,MAE,Erhua,Male,4.2,G-69-8,1.200339
G-69,749,MSE,Hina Khan,Female,4.22,G-69-8,1.240502
G-69,195,CoB (NBS),Luca Carter,Male,4.18,G-69-9,0.320207
G-69,2239,SSS,Katherine Wood,Female,4.05,G-69-9,1.120135
G-69,3992,CoE,Jingyi,Male,4.05,G-69-9,1.160135
G-69,1670,MAE,Serena Wong,Female,4.16,G-69-9,1.200108
G-69,418,ADM,Jack Huang,Male,4.06,G-69-9,1.240092
G-69,544,CoB (NBS),Fiona Binti Wong,Female,4.1,G-69-10,0.320003
G-69,5900,EEE,Jin Hao,Male,3.88,G-69-10,1.042079
G-69,4013,SoH,Narin Tan,Female,4.1,G-69-10,1.120003
G-69,2117,CCDS,Daniel Campbell,Male,4.02,G-69-10,1.20031
G-69,4238,SPMS,Aarav Yadav,Male,4.27,G-69-10,1.24105
G-70,3508,SSS,Renee Wong,Female,4.09,G-70-1,0.966401
G-70,5636,CCDS,Nimisha Gupta,Female,4.12,G-70-1,1.006427
G-70,3272,EEE,Rina Amelia,Female,4.15,G-70-1,1.046525
G-70,3078,CCEB,Guangzhen,Male,4.1,G-70-1,1.326401
G-70,3599,SoH,Dylan Collins,Male,4.15,G-70-1,1.326525
G-70,3287,CoB (NBS),Rashid Khan,Female,4.18,G-70-2,0.206694
G-70,4808,SSS,Ella Rodriguez,Female,4.01,G-70-2,0.966684
G-70,795,SoH,Saanvi Patel,Female,4.07,G-70-2,1.046423
G-70,3470,CCDS,Finn James,Male,4.08,G-70-2,1.286408
G-70,459,CoE,Khalil Bin Ismail,Male,4.2,G-70-2,1.326848
G-70,4424,SSS,Aifang,Female,4.15,G-70-3,0.966525
G-70,5485,CCEB,Kyla Cheung,Female,4.11,G-70-3,1.04641
G-70,5631,SoH,Emma Thomas,Female,4.1,G-70-3,1.046401
G-70,2780,SBS,Hina Raza,Female,4.14,G-70-3,1.126484
G-70,1556,CEE,Ken Yamamoto,Male,4.04,G-70-3,1.366518
G-70,2034,CoB (NBS),Anjali Desai,Female,4.03,G-70-4,0.206565
G-70,1946,SSS,Alice Kwan,Female,4.02,G-70-4,0.96662
G-70,3340,MSE,Raisha Khanna,Female,4.22,G-70-4,1.047033
G-70,3661,NIE,Wayne Tan,Male,4.22,G-70-4,1.247033
G-70,3766,EEE,Jack Ng,Male,4.02,G-70-4,1.32662
G-70,1572,CoB (NBS),Sumita Sharma,Female,4.04,G-70-5,0.206518
G-70,3944,SSS,Tina Yung,Female,4.22,G-70-5,0.967033
G-70,3032,CoE,Elena Kwan,Female,4.02,G-70-5,1.04662
G-70,2355,NIE,Finn Walker,Male,4,G-70-5,1.246755
G-70,2902,EEE,Ming Shen,Male,4.18,G-70-5,1.326694
G-70,1750,CoB (NBS),Katherine Chen,Female,4.14,G-70-6,0.206484
G-70,4024,SSS,Aiko Tanaka,Female,4.03,G-70-6,0.966565
G-70,5054,MSE,Maya Evans,Female,4.13,G-70-6,1.046451
G-70,1125,NIE,Zachary Wu,Male,4.14,G-70-6,1.246484
G-70,3029,CoE,Dante Lewis,Male,4.02,G-70-6,1.32662
G-70,1694,NIE,Amelia Thompson,Female,4.08,G-70-7,0.966408
G-70,5392,MSE,Aarvi Gupta,Female,3.9,G-70-7,1.047909
G-70,1578,CCEB,Jasmine Bhat,Female,4.18,G-70-7,1.046694
G-70,1250,MAE,Dina Farhan,Female,4.11,G-70-7,1.16641
G-70,1414,LKCMedicine,Yasin Shah,Male,4.18,G-70-7,1.446694
G-70,1093,NIE,Cary Tan,Female,4.1,G-70-8,0.966401
G-70,662,CCDS,Ulyssa Dela Cruz,Female,4.17,G-70-8,1.00663
G-70,4791,EEE,Jing Mei,Female,3.94,G-70-8,1.047351
G-70,45,CCEB,Jett Martinez,Male,4.11,G-70-8,1.32641
G-70,2872,CEE,Huang Feng,Male,4.06,G-70-8,1.366447
G-70,3756,CoB (NBS),Zara Chan,Female,4.22,G-70-9,0.207033
G-70,5827,NIE,Emma Thompson,Female,4.01,G-70-9,0.966684
G-70,2668,MSE,Kangtai,Female,4.05,G-70-9,1.046478
G-70,2522,CCDS,Beau Dela Cruz,Male,4.2,G-70-9,1.286848
G-70,838,SoH,Nguyen Van Tinh,Male,3.9,G-70-9,1.327909
G-70,1287,CoB (NBS),Jaxon Kim,Male,4.11,G-70-10,0.48641
G-70,1843,CCDS,Jasmine Binti Ali,Female,3.9,G-70-10,1.007909
G-70,1869,CoE,Aria Phillips,Female,4.25,G-70-10,1.047371
G-70,2609,CEE,Hafsa Noor,Female,4.09,G-70-10,1.086401
G-70,4686,SBS,Benjamin Allen,Male,4.03,G-70-10,1.406565
G-71,1725,CoB (NBS),Vivek Nair,Male,4.05,G-71-1,0.449307
G-71,1161,CCEB,Olivia Ng,Female,4.17,G-71-1,1.009387
G-71,3603,SoH,Sofia Perez,Female,4.15,G-71-1,1.089294
G-71,4063,LKCMedicine,Mia Lim,Female,4.22,G-71-1,1.169761
G-71,5923,CEE,Kamran Hussain,Male,4.23,G-71-1,1.409859
G-71,3874,CoB (NBS),Indira Ong,Female,4.48,G-71-2,0.214927
G-71,2460,EEE,Hira Ali,Female,4.15,G-71-2,0.889294
G-71,2935,SSS,Peyton Villanueva,Female,4.05,G-71-2,1.049307
G-71,1430,CCEB,Dmitri Volkov,Male,3.9,G-71-2,1.250826
G-71,4378,NIE,Fei Hong Lim,Male,4.04,G-71-2,1.329352
G-71,3433,CoB (NBS),Mohammad Ali,Male,4.14,G-71-3,0.449259
G-71,1713,CCEB,Lila Martinez,Female,4.08,G-71-3,1.009219
G-71,5223,SBS,Rhea Bennett,Female,4.1,G-71-3,1.0892
G-71,4434,CoE,Jade Tan,Female,4.02,G-71-3,1.169466
G-71,5052,CCDS,Dong-Soo Lee,Male,4.21,G-71-3,1.40967
G-71,3484,CoB (NBS),Evelyn Yeo,Female,4.05,G-71-4,0.209307
G-71,1567,CoB (NBS),Zhang Yi,Male,3.95,G-71-4,0.450119
G-71,1245,SSS,Cassandra Reyes,Female,4.26,G-71-4,1.050204
G-71,2007,EEE,Eric Huang,Male,4.18,G-71-4,1.129446
G-71,2109,SoH,Renji Tanaka,Male,4.08,G-71-4,1.329219
G-71,2990,CoB (NBS),Soo-Yeon Kim,Female,4.08,G-71-5,0.209219
G-71,3063,CoB (NBS),Uriah Pineda,Male,4.22,G-71-5,0.449761
G-71,3643,CCEB,Emily Tsai,Female,3.88,G-71-5,1.011164
G-71,5794,EEE,Jonas Evans,Male,4.2,G-71-5,1.129587
G-71,5229,SPMS,Lucas Martinez,Male,4.13,G-71-5,1.329232
G-71,1808,WKW SCI,Monique Fernandez,Female,4.04,G-71-6,0.209352
G-71,3011,CCEB,Carmen Lin,Female,4.02,G-71-6,1.009466
G-71,1404,SSS,Kylie Ross,Female,4.52,G-71-6,1.056202
G-71,3402,SBS,Ningyu,Female,3.9,G-71-6,1.090826
G-71,1810,ASE,Aiwen Wang,Male,4,G-71-6,1.409613
G-71,3267,CoB (NBS),Ming Zhao,Female,4.01,G-71-7,0.209536
G-71,5488,EEE,Lana Lee,Female,4.15,G-71-7,0.889294
G-71,2854,SSS,Nora Campbell,Female,4.19,G-71-7,1.049513
G-71,704,NIE,Mia Garcia,Female,4.2,G-71-7,1.089587
G-71,1574,SBS,Adriel Reyes,Male,3.88,G-71-7,1.331164
G-71,473,WKW SCI,Lily Turner,Female,4.17,G-71-8,0.209387
G-71,1543,EEE,Aisha Khan,Female,4.1,G-71-8,0.8892
G-71,1270,MAE,Maya Iyer,Female,4.04,G-71-8,1.049352
G-71,2794,EEE,Uriah Wong,Male,4.05,G-71-8,1.129307
G-71,3575,SPMS,Carter Xu,Male,4.03,G-71-8,1.329405
G-71,1945,CoB (NBS),Anisah Binti,Female,4.18,G-71-9,0.209446
G-71,5861,EEE,Fiona Lam,Female,4.14,G-71-9,0.889259
G-71,5041,MAE,Priyanka Kapoor,Female,4,G-71-9,1.049613
G-71,297,MAE,Hiroki Nakamura,Male,4.03,G-71-9,1.289405
G-71,1858,SPMS,Ravi Sharma,Male,4.03,G-71-9,1.329405
G-71,261,WKW SCI,Tara Chen,Female,4.26,G-71-10,0.210204
G-71,3185,EEE,Amina Binti Rahman,Female,3.84,G-71-10,0.891937
G-71,628,MAE,Willa Pineda,Female,4.48,G-71-10,1.054927
G-71,4384,SoH,Ayla Turner,Female,3.86,G-71-10,1.091535
G-71,4646,NIE,Zain Bin Ali,Male,3.94,G-71-10,1.330245
G-72,2125,EEE,Hafiz Rahman,Male,4.12,G-72-1,1.037612
G-72,5200,SoH,Erik Chen,Male,4.14,G-72-1,1.117657
G-72,1659,SPMS,William Young,Male,4.08,G-72-1,1.15762
G-72,1087,MSE,Michael Jackson,Male,4.16,G-72-1,1.197733
G-72,1861,SSS,Sophia Hernandez,Female,4.22,G-72-1,1.318153
G-72,2767,EEE,Hoang Van Loc,Male,4.1,G-72-2,1.0376
G-72,3049,SoH,Evan Yang,Male,4.12,G-72-2,1.117612
G-72,1689,CoE,Siddharth Iyer,Male,4.27,G-72-2,1.118724
G-72,3282,NIE,Fatimah Binti,Male,4.12,G-72-2,1.197612
G-72,2770,SBS,Nari Yoshida,Female,4,G-72-2,1.318019
G-72,4485,CoB (NBS),Maria Stepanova,Female,4.19,G-72-3,0.397907
G-72,3417,CCEB,Shahid Bin Ahmad,Male,4.3,G-72-3,1.039162
G-72,2163,CoE,Kevin Wang,Male,4.01,G-72-3,1.117942
G-72,4740,EEE,Disha Iyer,Female,4.05,G-72-3,1.15771
G-72,4401,MAE,Sakura Takahashi,Female,4.03,G-72-3,1.23781
G-72,2075,CoB (NBS),Gideon Reed,Male,4.18,G-72-4,0.277841
G-72,3275,EEE,Caleb Moreno,Male,4.01,G-72-4,1.037942
G-72,4111,CCDS,Sara Malik,Female,4.23,G-72-4,1.118251
G-72,2135,CoE,Priti Sharma,Female,4.11,G-72-4,1.237602
G-72,1276,MAE,Belle Wang,Female,4.03,G-72-4,1.23781
G-72,5971,CoB (NBS),Jayden Bennett,Male,4.12,G-72-5,0.277612
G-72,409,EEE,Nitin Sharma,Male,4.04,G-72-5,1.037756
G-72,1664,CCDS,Ulya Handayani,Female,4.2,G-72-5,1.117981
G-72,969,CCEB,Rida Noor,Female,4.19,G-72-5,1.157907
G-72,640,CEE,Callie Lin,Female,4.01,G-72-5,1.237942
G-72,954,WKW SCI,Preston Davis,Male,4.06,G-72-6,0.277672
G-72,2146,EEE,Yusuf Bin Ahmad,Male,4.2,G-72-6,1.037981
G-72,3736,CCDS,Elena Petrovna,Female,4,G-72-6,1.118019
G-72,5813,MAE,Vani Rani,Female,4.13,G-72-6,1.23763
G-72,2317,SoH,Zoe Li,Female,4.16,G-72-6,1.237733
G-72,373,CCDS,Rashid Malik,Male,4.2,G-72-7,0.997981
G-72,513,CoE,Nathan Roberts,Male,4.03,G-72-7,1.11781
G-72,801,CCEB,Gina Tan,Female,4.05,G-72-7,1.15771
G-72,2571,NIE,Luke Howard,Male,4.13,G-72-7,1.19763
G-72,3247,SSS,Suki Tanaka,Female,4.02,G-72-7,1.317872
G-72,744,CCDS,Takahiro Nakashima,Male,4.13,G-72-8,0.99763
G-72,2630,CEE,Caleb Liu,Male,4.08,G-72-8,1.11762
G-72,2833,CCEB,Zehra Noor,Female,4.1,G-72-8,1.1576
G-72,5251,SPMS,Nguyen Hoang Long,Male,3.89,G-72-8,1.159405
G-72,958,MAE,Sophie Tan,Female,4.2,G-72-8,1.237981
G-72,3281,CCDS,Tristan Li,Male,4.22,G-72-9,0.998153
G-72,5736,CEE,Sebastian Wright,Male,4.12,G-72-9,1.117612
G-72,4296,CCEB,Tara Nair,Female,4.05,G-72-9,1.15771
G-72,1129,SBS,Aaron Wilson,Male,4.12,G-72-9,1.197612
G-72,3934,MSE,Ava Chua,Female,3.85,G-72-9,1.320148
G-72,5857,CCDS,Max Lim,Male,4.1,G-72-10,0.9976
G-72,124,CEE,Lian Chen,Male,4.09,G-72-10,1.117606
G-72,953,CCEB,Jade Kwan,Female,4.11,G-72-10,1.157602
G-72,2821,SPMS,Luke Price,Male,4.19,G-72-10,1.157907
G-72,3774,SoH,Mei Wong,Female,3.86,G-72-10,1.23995
G-73,4961,CoB (NBS),Zhen Wei,Male,4.1,G-73-1,0.434007
G-73,303,MAE,Hannah Martinez,Female,4.01,G-73-1,1.034235
G-73,2271,CEE,Addie Lin,Female,4.12,G-73-1,1.114045
G-73,4467,SSS,Aditi Mehta,Female,4.16,G-73-1,1.154216
G-73,3440,CoE,Nguyen Van Son,Male,4.22,G-73-1,1.274712
G-73,4249,EEE,Saira Ali,Female,4.12,G-73-2,0.954045
G-73,4496,CCEB,Maya Thompson,Female,4.09,G-73-2,1.074
G-73,2839,CEE,Nina Kwan,Female,4.11,G-73-2,1.114022
G-73,5399,ADM,Shanaya Rao,Female,4.11,G-73-2,1.194022
G-73,143,SoH,Marc Cheung,Male,4.06,G-73-2,1.314028
G-73,4694,CoB (NBS),Stella Peterson,Female,3.91,G-73-3,0.235248
G-73,1908,CCDS,Hannah Sanchez,Female,4.03,G-73-3,0.994128
G-73,1091,SBS,Aaliyah Flores,Female,4.2,G-73-3,1.074514
G-73,254,EEE,Josh Thompson,Male,4.19,G-73-3,1.154428
G-73,3763,CCEB,Kazuo Higashi,Male,4.14,G-73-3,1.274114
G-73,1757,CoB (NBS),Uma Dela Cruz,Female,3.96,G-73-4,0.234641
G-73,126,EEE,Vira Andini,Female,4.2,G-73-4,0.954514
G-73,1577,SBS,Xiang Yu,Female,4.06,G-73-4,1.074028
G-73,3511,CCDS,Zylen Alvarado,Male,4.09,G-73-4,1.194
G-73,5504,CoE,Leo Li,Male,4.14,G-73-4,1.274114
G-73,4976,CoB (NBS),Lilah Diaz,Female,4.2,G-73-5,0.234514
G-73,1526,CCDS,Yuna Nakamura,Female,3.91,G-73-5,0.995248
G-73,1057,CoE,Nadia Ismail,Female,4.15,G-73-5,1.074161
G-73,3143,EEE,Ryan Lim,Male,4.17,G-73-5,1.154278
G-73,2397,CCEB,Dylan Yang,Male,4.01,G-73-5,1.274235
G-73,3309,CoB (NBS),Trey Liu,Male,4.12,G-73-6,0.434045
G-73,4131,MAE,Liang Zhang,Female,4.2,G-73-6,1.034514
G-73,2108,SoH,Celine Wong,Female,3.9,G-73-6,1.115393
G-73,1206,SSS,Megan Lewis,Female,4.03,G-73-6,1.154128
G-73,5665,SPMS,Wyatt Adams,Male,4.16,G-73-6,1.354216
G-73,4119,CoB (NBS),Nguyen Van Hao,Male,4.02,G-73-7,0.434177
G-73,1379,MAE,Tran Van Thanh,Female,4.22,G-73-7,1.034712
G-73,4698,CEE,Angela Yip,Female,4.05,G-73-7,1.114054
