Tutorial Group,Total Students,Overall Avg CGPA,Group Number,Group Size,Group Students,Group Avg CGPA,Male Ratio,Female Ratio,School Diversity,GPA Variance,Gender Variance,Vector Displacement
G-19,50,4.07,Group 8,5,"Christopher Morris, Violeta Ong, Chunxiu, Gabriel Scott, Ping Zhang",4.08,0.4,0.6,5,0.0027,0.96,0.1325
G-19,50,4.07,Group 9,5,"Emily White, Qianwen, Amite Agarwal, Arvind Reddy, Miyuki Watanabe",4.07,0.4,0.6,5,0.0036,0.96,0.1324
G-19,50,4.07,Group 10,5,"Mason Wilson, Nina Hu, Vanya Nair, Nina Desai, Rohan Gupta",4.13,0.4,0.6,5,0.0015,0.96,0.1431
G-2,50,4.09,Group 1,5,"Brianna Johnson, Layla Collins, Mira Lin, Jesse Bennett, Ahmad Ramlie",4.07,0.4,0.6,5,0.0024,0.96,0.0931
G-2,50,4.09,Group 2,5,"Aadhya Sharma, Gisela Tan, Lana Turner, Winston Villanueva, Derek Adams",4.09,0.4,0.6,5,0.0056,0.96,0.1006
G-2,50,4.09,Group 3,5,"Lila Zhao, Tina Tan, Shalini Pillai, Yang Zhang, Eli Walker",4.1,0.4,0.6,5,0.0073,0.96,0.1089
G-2,50,4.09,Group 4,5,"Sofia Chandra, Addison Chen, Anya Chua, Isaiah Turner, Haroon Ali",4.08,0.4,0.6,5,0.0108,0.96,0.1087
G-2,50,4.09,Group 5,5,"Mingjing, Zhengrong, Shirley Tan, Nathaniel Adams, Tanya Sharma",4.11,0.4,0.6,5,0.0057,0.96,0.1091
G-2,50,4.09,Group 6,5,"Xiu Li, Ki-Hoon Kim, Lina Binti Ali, Ali Abubakar, Sophia Koh",4.1,0.4,0.6,5,0.0041,0.96,0.1169
G-2,50,4.09,Group 7,5,"Yoshiko Mori, Yuri Chekhov, Fatima Yusof, Izzat Bin Ibrahim, Quinn Lee",4.08,0.6,0.4,5,0.0054,0.96,0.1208
G-2,50,4.09,Group 8,5,"Nadia Iqbal, Hanafi Bin Mohd, Zain Qureshi, Chunhua, David Ho",4.04,0.2,0.8,5,0.0081,0.64,0.152
G-2,50,4.09,Group 9,5,"Patricia Wong, Priya Gupta, Mei Zhao, Nguyen Thi Phuong, Carter Moore",4.11,0.2,0.8,5,0.0033,0.64,0.1501
G-2,50,4.09,Group 10,5,"Lara Li, Fatima Rani, Selena Tan, Stella Bryant, Jasper Lim",4.09,0.2,0.8,5,0.0127,0.64,0.1572
G-20,50,4.08,Group 1,5,"Mia Wang, Hiroshi Kobayashi, Alice Liu, Kartik Nair, Simon Li",4.09,0.6,0.4,5,0.0147,0.96,0.0655
G-20,50,4.08,Group 2,5,"Natasha Wong, Xiang Hong, Yasir Shah, Yulianto Budi, Emily Baker",4.11,0.4,0.6,5,0.006,0.96,0.076
G-20,50,4.08,Group 3,5,"Riya Chen, Harper Wright, Gaurav Dutta, Ishaan Mehta, Oliver Gray",4.07,0.6,0.4,5,0.0035,0.96,0.0815
G-20,50,4.08,Group 4,5,"Emily Hill, Luna Lin, Zeeshan Khan, Jin Ping, Jack Ng",4.05,0.6,0.4,5,0.0051,0.96,0.0818
G-20,50,4.08,Group 5,5,"Mia Chang, Miyuki Kobayashi, Milo Li, Sanjay Tan, Kazuko Watanabe",4.08,0.4,0.6,5,0.0086,0.96,0.0837
G-20,50,4.08,Group 6,5,"Quinn Rivera, Yoshiko Taniguchi, Yuna Tanaka, Patrick Villanueva, Raghav Sharma",4.08,0.4,0.6,5,0.0125,0.96,0.0917
G-20,50,4.08,Group 7,5,"Ivy Chan, Huanyu, Abigail White, Jasmine Hall, Nguyen Huu Phuc",4.07,0.2,0.8,5,0.005,0.64,0.1148
G-20,50,4.08,Group 8,5,"Jaden Walker, Tanvi Kapoor, Mi-Ya Kim, Jingwen, Matthew Wu",4.09,0.4,0.6,5,0.0199,0.96,0.0917
G-20,50,4.08,Group 9,5,"Cameron Hall, Priyanka Singh, Huang Xin, Gina Agustina, Greta Lin",4.11,0.4,0.6,4,0.0431,0.96,0.108
G-20,50,4.08,Group 10,5,"Ayush Desai, Truong Minh Quang, Huang Feng, Yuki Tanaka, Bella Torres",4.06,0.6,0.4,4,0.0154,0.96,0.1216
G-21,50,4.07,Group 1,5,"Neelam Agarwal, Joseph Lee, Kali Chang, Dylan Walker, Ursula Ng",4.08,0.4,0.6,5,0.0101,0.96,0.0802
G-21,50,4.07,Group 2,5,"Neha Patel, Jin Hua, Ivy Wong, Kevin Lee, Calvin Bell",4.07,0.6,0.4,5,0.0137,0.96,0.0757
G-21,50,4.07,Group 3,5,"Demi Zhao, Hassan Nawaz, Sita Sharma, Zhao Wei Lim, Noel Pineda",4.06,0.6,0.4,5,0.0063,0.96,0.0919
G-21,50,4.07,Group 4,5,"Ananya Jain, Zhaohui, Dante Li, Zahra Nabila, Bodhi Li",4.06,0.4,0.6,5,0.0104,0.96,0.0802
G-21,50,4.07,Group 5,5,"Moxie Lin, Aarav Mehta, Kai Li Tan, Zara Tan, Gage Cooper",4.13,0.4,0.6,5,0.011,0.96,0.0839
G-21,50,4.07,Group 6,5,"Siti Aisyah Binti Ibrahim, Samuel Tan, Mei Ling Ong, Zoe Turner, Liam Mitchell",4.09,0.4,0.6,5,0.0139,0.96,0.0886
G-21,50,4.07,Group 7,5,"Leo Turner, Aria Rogers, Yvonne Tan, Katherine Lee, Raymond Lim",4.04,0.4,0.6,5,0.0154,0.96,0.0891
G-21,50,4.07,Group 8,5,"Beckett Liu, Rebecca Ong, Pooja Joshi, Helena Lam, Rio Yang",4.05,0.4,0.6,5,0.0093,0.96,0.1285
G-21,50,4.07,Group 9,5,"Sharon Tan, Pooja Sinha, Hanh Nguyen, Sonya Khanna, Jaxon Bennett",4.05,0.2,0.8,5,0.0049,0.64,0.1621
G-21,50,4.07,Group 10,5,"Boris Sergeyevich, Rania Hussain, Sameer Khan, Pooja Aggarwal, Chloe Collins",4.08,0.4,0.6,5,0.0052,0.96,0.1282
G-22,50,4.08,Group 1,5,"Serena Chang, Aarohi Kapoor, Kenneth Tan, Jonathan Ramirez, Rina Devi",4.14,0.4,0.6,5,0.0037,0.96,0.0633
G-22,50,4.08,Group 2,5,"Putri Ayu, Cassandra Tan, Eugene Lim, Raghav Singh, Zoe Wang",4.12,0.4,0.6,5,0.0065,0.96,0.0697
G-22,50,4.08,Group 3,5,"Shi Lian, Harini Rao, Asher Young, Thuy Le, Liam Young",4.1,0.4,0.6,5,0.0057,0.96,0.0608
G-22,50,4.08,Group 4,5,"Lucy Cooper, Alia Binti Mohd, Rohan Chaudhary, Brielle Scarlett, Andrew Cheung",4.1,0.4,0.6,5,0.0107,0.96,0.0608
G-22,50,4.08,Group 5,5,"Nurul Izzati, Joni Chang, Hugo Lee, Viola Lim, Alia Bin Zul",4.1,0.4,0.6,5,0.0089,0.96,0.0687
G-22,50,4.08,Group 6,5,"Omer Shah, Soniya Bhatia, Kenshin Nakamura, Mei Ling, Natasha Ng",4.09,0.4,0.6,5,0.0053,0.96,0.0765
G-22,50,4.08,Group 7,5,"Zain Bin Mohd, Paloma Chang, Emily Nguyen, Ariana Cox, Samuel Davis",4.05,0.4,0.6,5,0.0073,0.96,0.0777
G-22,50,4.08,Group 8,5,"Zhang Lian, Zhi Zhen, Jameelah Binti Ali, Min-Seo Park, Weimin",4.04,0.4,0.6,4,0.0096,0.96,0.1501
G-22,50,4.08,Group 9,5,"Cristian Martinez, Aaron White, Upton Reyes, Hani Binti Ahmad, Neelam Sharma",4.01,0.6,0.4,4,0.0163,0.96,0.1272
G-22,50,4.08,Group 10,5,"Yao Liu, Carter White, Andrew Yang, Ningzhi, Aamir Khan",4.09,0.8,0.2,4,0.0072,0.64,0.1648
G-23,50,4.08,Group 1,5,"Yu Zhang, Eric Lim, Zheng Yu Lim, Neha Reddy, Ahsan Shah",4.07,0.6,0.4,5,0.0253,0.96,0.0852
G-23,50,4.08,Group 2,5,"Yuzhi, Owen Garcia, Oksana Sergeyevna, Mason Miller, Lucas Wang",4.08,0.6,0.4,5,0.0015,0.96,0.1092
G-23,50,4.08,Group 3,5,"Jia Chen, Gregory Wong, Rhea Mehta, Hiroki Tanaka, Nishant Kapoor",4.08,0.6,0.4,5,0.0036,0.96,0.1172
G-23,50,4.08,Group 4,5,"Anya Chen, Rida Javed, Lihua, Carlito Morales, Vincent Lopez",4.08,0.6,0.4,5,0.0027,0.96,0.1012
G-23,50,4.08,Group 5,5,"Yuan Rui, Cleo Carter, Jasper Chen, Luna Phillips, Jaxon Jenkins",4.08,0.6,0.4,5,0.0125,0.96,0.0852
G-23,50,4.08,Group 6,5,"Manoj Menon, Ella Liu, Elaine Tan, Ying Li, Zac Johnson",4.08,0.4,0.6,5,0.0175,0.96,0.0852
G-23,50,4.08,Group 7,5,"Sabrina Binti Ismail, Ningqi, Liam Carter, Yanzhi, Benjamin Lee",4.14,0.4,0.6,5,0.1004,0.96,0.086
G-23,50,4.08,Group 8,5,"Nai Li, Jamilah Binti Rahman, Xiao Ling, Evelyn Adams, Victoria Sanchez",4.09,0.4,0.6,5,0.0079,0.96,0.1012
G-23,50,4.08,Group 9,5,"Kira Cruz, Tanya Bhatia, Jin Wei, Siti Wong, Nash Zhao",4.01,0.4,0.6,5,0.0121,0.96,0.102
G-23,50,4.08,Group 10,5,"Joshua Li, Yasmin Reddy, Brielle Lin, Amina Binti Ali, Wyatt Reed",4.07,0.4,0.6,4,0.0496,0.96,0.1892
G-24,50,4.06,Group 1,5,"Vikram Gupta, Nira Nair, Ankit Joshi, Mia Thomas, Irfan Khan",4.05,0.6,0.4,5,0.0121,0.96,0.073
G-24,50,4.06,Group 2,5,"Guo Wei, Meera Nair, Owen Prabowo, Isha Rani, Willow Chang",4.03,0.4,0.6,5,0.011,0.96,0.0772
G-24,50,4.06,Group 3,5,"Owen Yip, Mia Moore, Johan Sari, Piper Rivera, Monica Yeo",4.1,0.4,0.6,5,0.0099,0.96,0.0786
G-24,50,4.06,Group 4,5,"Dustin Chen, Melody Tan, David Tan, Daniel Johnson, Qiming",4.07,0.6,0.4,5,0.0134,0.96,0.0972
G-24,50,4.06,Group 5,5,"Wei Lin Tan, Aaliyah Santos, Sylvia Liu, Jovian Huang, Wen Jin Tan",4.04,0.6,0.4,5,0.0059,0.96,0.0892
G-24,50,4.06,Group 6,5,"Lucas Zhang, Oliver Li, Tahira Ali, Jasmine Reed, Ethan Jones",4.12,0.6,0.4,5,0.0084,0.96,0.1006
G-24,50,4.06,Group 7,5,"Kuan Tan, Jack Murphy, Zhen Li, Kumar Nair, Maya Scott",4.05,0.8,0.2,5,0.0114,0.64,0.1383
G-24,50,4.06,Group 8,5,"Tiffany Chua, Aiden Chan, Kieran Yip, Dustin Yang, Claire Jenkins",4.01,0.6,0.4,5,0.0066,0.96,0.1308
G-24,50,4.06,Group 9,5,"Shila Binti Ali, Tian Yu, Naina Choudhury, Damon Carter, Silas Yang",4.03,0.6,0.4,4,0.0065,0.96,0.1859
G-24,50,4.06,Group 10,5,"Althea Reyes, Eko Supriyanto, Alisha Tan, Zhang Lian, Nathan Wu",4.07,0.6,0.4,5,0.0014,0.96,0.113
G-25,50,4.09,Group 1,5,"Giovanna Chen, Zheng Yang, Shafika Binti Mohd, Jackson Adams, Nancy Liu",4.12,0.4,0.6,5,0.0037,0.96,0.0899
G-25,50,4.09,Group 2,5,"Dahlia Morales, Jason Lim, Lydia White, Yannick Dela Cruz, Akira Fujimoto",4.09,0.4,0.6,5,0.0022,0.96,0.0977
G-25,50,4.09,Group 3,5,"Sanya Ali, Linda Tan, Sanjay Nair, Devon Tan, Mira Singh",4.04,0.4,0.6,5,0.0047,0.96,0.0903
G-25,50,4.09,Group 4,5,"Aisyah Mohd, Wei Ling, Nishant Kumar, Liyana Binti Mohd, Eddie Kwan",4.21,0.4,0.6,5,0.0698,0.96,0.0843
G-25,50,4.09,Group 5,5,"Maya Reddy, Ananya Reddy, Eric Anderson, Natsuki Sato, Kareem Shah",4.13,0.4,0.6,5,0.0032,0.96,0.09
G-25,50,4.09,Group 6,5,"Adeline Ramirez, Katherine Tan, Dante Zhang, Kira Tan, Daniel Wu",4.11,0.4,0.6,5,0.0029,0.96,0.0978
G-25,50,4.09,Group 7,5,"Luna Liu, Nora Wang, Disha Sharma, Min Jie Lim, Carl Li",4.04,0.4,0.6,5,0.0127,0.96,0.0982
G-25,50,4.09,Group 8,5,"Zoe Johnson, Fiona Wong, Shafeeq Bin Ahmad, Cathy Li, Ronald Tan",4.08,0.4,0.6,5,0.012,0.96,0.1138
G-25,50,4.09,Group 9,5,"Lydia Kim, Sahara Chen, Caleb Murphy, Pooja Iyer, William Yip",4.02,0.4,0.6,5,0.0213,0.96,0.1228
G-25,50,4.09,Group 10,5,"Nicole Lee, Yue Ling, Meera Prasad, Natalie Ramirez, Isaac Chen",4.08,0.2,0.8,5,0.0123,0.64,0.1573
G-26,50,4.08,Group 1,5,"Diya Singh, Milo Zhao, Puneet Kumar, Kazuko Nishida, Yifan",4.05,0.6,0.4,5,0.0117,0.96,0.0773
G-26,50,4.08,Group 2,5,"Naomi Chen, Fariha Binti Mohd, Ibrahim Zain, Jacob Wang, Yuri Li",4.15,0.6,0.4,5,0.0063,0.96,0.0802
G-26,50,4.08,Group 3,5,"Sophie Chua, Kendra Alvarado, Eshan, Ruby Lee, James Zhao",4.06,0.2,0.8,5,0.0201,0.64,0.1113
G-26,50,4.08,Group 4,5,"Aria Cook, Fatin Binti Ahmad, Nora Diaz, Deepa Menon, Ryan Bennett",4.04,0.2,0.8,5,0.0214,0.64,0.1122
G-26,50,4.08,Group 5,5,"Anita Khanna, Hana Chan, Felix Liu, Jianjun, Mohit Desai",4.08,0.4,0.6,5,0.0126,0.96,0.0833
G-26,50,4.08,Group 6,5,"Hira Bukhari, Hugo Wang, Hafsa Khan, Kira Yang, Victor Black",4.09,0.4,0.6,5,0.0027,0.96,0.1154
G-26,50,4.08,Group 7,5,"Siti Nurbaya, Owen Lee, Miki Aizawa, Elena Leonova, Rishabh Sharma",4.08,0.4,0.6,5,0.0043,0.96,0.1154
G-26,50,4.08,Group 8,5,"Maria Lam, Eric Long, Kelsey Lim, Vera Tan, Alia Bin Abd",4.05,0.4,0.6,5,0.0085,0.96,0.1163
G-26,50,4.08,Group 9,5,"Zoe Sanchez, Desmond Tan, Layla Evans, Vera Kuznetsova, Quentin Chiu",4.11,0.4,0.6,5,0.0107,0.96,0.1239
G-26,50,4.08,Group 10,5,"Daphne Lim, Jasmine Yeo, Riya Gupta, Ivy Tan, Ferdinand Villanueva",4.11,0.2,0.8,5,0.0168,0.64,0.1514
G-27,50,4.07,Group 1,5,"Aarti Desai, Kunal Patel, Shinji Saito, Hui Chen, Vikas Sharma",4.04,0.6,0.4,5,0.0102,0.96,0.0852
G-27,50,4.07,Group 2,5,"Rhea Sharma, Fei Hong Lim, Lucas Ramirez, Minjie, Aarav Yadav",4.1,0.6,0.4,5,0.0196,0.96,0.0929
G-27,50,4.07,Group 3,5,"Mira Ng, Isabella Morris, Oscar Lee, Alexander Hill, Nora Wu",4.07,0.4,0.6,5,0.0073,0.96,0.0944
G-27,50,4.07,Group 4,5,"Sana Iqbal, Khalil Khan, Mohammed Sadiq, Mei Xing, Alexis Lee",4.01,0.4,0.6,5,0.0213,0.96,0.0955
G-27,50,4.07,Group 5,5,"Akira Yoshida, Arnav Kumar, Sonia Bukhari, Daniel Baker, Anjali Tan",4.08,0.4,0.6,5,0.0136,0.96,0.1024
G-27,50,4.07,Group 6,5,"Suri Chang, Brody Hughes, Hannah Wang, Jonathan Wong, Nadia Ali",4.11,0.4,0.6,5,0.0117,0.96,0.1028
G-27,50,4.07,Group 7,5,"Riley Tsai, Rekha Menon, Nicolas Zhao, Dominic Scott, Ella Safira",4.05,0.4,0.6,5,0.0126,0.96,0.1106
G-27,50,4.07,Group 8,5,"Zara Bennett, Mila Collins, Santiago Garcia, Tania Chan, Jett Wu",4.04,0.4,0.6,5,0.0207,0.96,0.1188
G-27,50,4.07,Group 9,5,"Olivia Johnson, Sadia Awan, Liana Goh, Cynthia Sun, Karan Joshi",4.17,0.2,0.8,5,0.0324,0.64,0.1595
G-27,50,4.07,Group 10,5,"Vinay Bhatia, Zaira Binti Karim, Talia Wang, Aria Wilson, Ella Young",4.08,0.2,0.8,5,0.0089,0.64,0.1568
G-28,50,4.07,Group 1,5,"Savannah Cooper, Madison Reed, Bilal Zafar, Peter Harris, Aaron Huskel",4.05,0.6,0.4,5,0.0085,0.96,0.0628
G-28,50,4.07,Group 2,5,"Asha Binti, Camille Chen, Oliver Wong, Mason Reyes, Eddie Cheung",4.04,0.6,0.4,5,0.0061,0.96,0.0634
G-28,50,4.07,Group 3,5,"Stella Chang, Misha Devi, Ming Feng Tan, Steve Lau, Zach Lim",4.07,0.6,0.4,5,0.0028,0.96,0.0783
G-28,50,4.07,Group 4,5,"Alia Khan, Aubrey Morgan, Julian Li, Victor Andreyev, Chloe Wilson",4.07,0.4,0.6,5,0.0075,0.96,0.0885
G-28,50,4.07,Group 5,5,"Sophie Chen, Nirmala Iyer, Rylan King, Sergio Moreno, Alana Tan",4.09,0.4,0.6,5,0.0055,0.96,0.0887
G-28,50,4.07,Group 6,5,"Max Chen, Ivy Pineda, Lina Abdullah, Nazia Rehman, Sebastian Wright",4.07,0.4,0.6,5,0.0065,0.96,0.0885
G-28,50,4.07,Group 7,5,"Arif Hussain, Nur Fatimah, Elijah Carter, Neela Nair, Rashidah Binti Ibrahim",4.09,0.4,0.6,5,0.0126,0.96,0.0887
G-28,50,4.07,Group 8,5,"Xiangrong, Emma Hall, Zoe Ali, Lily Cook, Liam Lewis",4.1,0.4,0.6,4,0.0135,0.96,0.1214
G-28,50,4.07,Group 9,5,"Kenshin Watanabe, Nina Chang, Aditi Sharma, Lian Tan, Mark Johnson",4.08,0.4,0.6,4,0.0143,0.96,0.1206
G-28,50,4.07,Group 10,5,"Raymond Ho, Priya Patel, Rong Liu, Ria Patel, Xander Lawson",4.07,0.4,0.6,4,0.0199,0.96,0.1205
G-29,50,4.08,Group 1,5,"Jason Lim, Huanqing, Avery Wilson, Surya Kumar, Brayden Adams",4.08,0.6,0.4,5,0.0008,0.96,0.0836
G-29,50,4.08,Group 2,5,"Xander Lee, Madison Gray, Silas Tan, Skylar Tan, Shahid Raza",4.08,0.6,0.4,5,0.0024,0.96,0.0756
G-29,50,4.08,Group 3,5,"Aria Lim, Kai Ren Ng, Raymond Smith, Nisha Singh, Joshua Murphy",4.09,0.6,0.4,5,0.0035,0.96,0.0756
G-29,50,4.08,Group 4,5,"Alisha Iyer, Rahul Reddy, Ethan Young, Kimberly Lim, Elias Carter",4.1,0.6,0.4,5,0.0085,0.96,0.0757
G-29,50,4.08,Group 5,5,"Tobias Tan, Alyssa Carter, Nadia Cahyani, Nadeem Ali, Evelyn Green",4.09,0.4,0.6,5,0.0113,0.96,0.0916
G-29,50,4.08,Group 6,5,"Ananya Sharma, Hao Xun, Yong Jie, Kelly Ng, Faris Bin Mohd",4.09,0.6,0.4,5,0.0061,0.96,0.0916
G-29,50,4.08,Group 7,5,"Christina Tan, Rongwei, Janelle Tan, Zachary Price, Panshi",4.08,0.6,0.4,5,0.0119,0.96,0.0916
G-29,50,4.08,Group 8,5,"Shanwei, Riya Tan, Nurul Hani, Ritika Bansal, Jasper Zhang",4.06,0.4,0.6,5,0.0075,0.96,0.1078
G-29,50,4.08,Group 9,5,"Poppy Smith, Jamal Karim, Eva Wang, Kiran Tiwari, Sadia Khan",4.19,0.2,0.8,5,0.0419,0.64,0.1241
G-29,50,4.08,Group 10,5,"Tianming, Gemma Jenkins, Xiao Jun, Maya Li, Lucy Barnes",3.98,0.4,0.6,5,0.0129,0.96,0.1349
G-3,50,4.11,Group 1,5,"Aditi Bhatia, Felix Tsang, Nashit Bhatia, Maya Zhang, Mansoor Aslam",4.03,0.6,0.4,5,0.013,0.96,0.0738
G-3,50,4.11,Group 2,5,"Harvey Tan, Nida Waseem, Lily Zhou, Zhen Yu, Wei Fang",4.1,0.6,0.4,5,0.0041,0.96,0.0972
G-3,50,4.11,Group 3,5,"Qing Zhao, Keira Lee, Nguyen Van Tam, Gita Saputra, Olivia Goh",4.11,0.4,0.6,5,0.0074,0.96,0.0972
G-3,50,4.11,Group 4,5,"Riya Desai, Leo Li, Benjamin Hernandez, Autumn Diaz, Qing Li",4.21,0.4,0.6,5,0.0859,0.96,0.0987
G-3,50,4.11,Group 5,5,"Khairul Anuar Bin Mohd, Neha Sharma, Ethan Lee, Naina Kapoor, Gabriel Wood",4.05,0.6,0.4,5,0.0141,0.96,0.0975
G-3,50,4.11,Group 6,5,"Jing Xuan, Milo Tan, Keng Tan, Hunter Green, Ella Cheung",4.28,0.6,0.4,5,0.12,0.96,0.0933
G-3,50,4.11,Group 7,5,"Rachel Ong, Harvey Smith, Rita Rani, Xuan Zhang, Jianli",4.09,0.6,0.4,5,0.0089,0.96,0.1132
G-3,50,4.11,Group 8,5,"Evelyn Wong, Maya Patel, Keith Tan, Asher Brown, Zeeshan Bukhari",4.04,0.4,0.6,5,0.0148,0.96,0.1057
G-3,50,4.11,Group 9,5,"Christian Ward, Riya Shah, Nadia Noor, Zeeshan Iqbal, Tomi Budi",4.07,0.6,0.4,5,0.0008,0.96,0.1214
G-3,50,4.11,Group 10,5,"Hina Bhatia, Cecilia Chen, Kobe Alexander, Jasmine Sari, Zuri Lin",4.05,0.2,0.8,5,0.0024,0.64,0.1583
G-30,50,4.1,Group 1,5,"Siti Zulaikha Binti Rahim, Kieran Wu, Jasmine Ng, Kunal Tan, Gavin Walker",4.1,0.6,0.4,5,0.006,0.96,0.082
G-30,50,4.1,Group 2,5,"Maisie Lee, Anthony Hughes, Sania Malik, Dylan Nguyen, Mason Smith",4.08,0.6,0.4,5,0.0139,0.96,0.0821
G-30,50,4.1,Group 3,5,"Xiao Chen, Lian Xu, Atsuko Taniguchi, Han Song Lim, Harriet Rivera",4.11,0.4,0.6,5,0.012,0.96,0.0821
G-30,50,4.1,Group 4,5,"James Bailey, Biaochun, Nida Malik, Patricia White, Seng Hua Lim",4.08,0.6,0.4,5,0.0052,0.96,0.0981
G-30,50,4.1,Group 5,5,"Anushka Mehra, Jing Wei, Vivian Tan, Thomas Collins, Nurul Farah",4.06,0.4,0.6,5,0.0145,0.96,0.0985
G-30,50,4.1,Group 6,5,"Ananya Nair, Michael Brown, Trevor Lim, Ava King, Ayesha Binti Rahman",4.1,0.4,0.6,5,0.0107,0.96,0.098
G-30,50,4.1,Group 7,5,"Keshav Yadav, Aadhya Reddy, Areeba Bukhari, Riley Johnson, Mi-kyung Han",4.13,0.4,0.6,5,0.047,0.96,0.0984
G-30,50,4.1,Group 8,5,"Kieran Lewis, Sofia Ramirez, Mason Wong, Rhea Reddy, Colton Huang",4.07,0.6,0.4,5,0.0135,0.96,0.1222
G-30,50,4.1,Group 9,5,"Owais Bukhari, Roxanne Chan, Brandon Lee, Huma Qureshi, Huma Malik",4.08,0.4,0.6,5,0.0157,0.96,0.1221
G-30,50,4.1,Group 10,5,"Kai Li, Elijah Wong, Xena Wong, Kelly Lee, Jack Martin",4.15,0.6,0.4,5,0.007,0.96,0.1309
G-31,50,4.11,Group 1,5,"Toni Agustian, Vania Alonzo, Vikas Yadav, Hailey Lin, Landon Parker",4.07,0.6,0.4,5,0.0107,0.96,0.0574
G-31,50,4.11,Group 2,5,"Aarohi Verma, Deepak Nair, Henry Tsang, Lina Binti Zain, Ryan Baker",4.11,0.6,0.4,5,0.0038,0.96,0.0732
G-31,50,4.11,Group 3,5,"Chloe Torres, Gabriel Edwards, Hana Binti Mohd, Isaac Liu, Ryder Li",4.07,0.6,0.4,5,0.011,0.96,0.0575
G-31,50,4.11,Group 4,5,"Damon Wu, Mika Sato, Cathy Tan, Kenta Yamada, Liam Rivera",4.08,0.6,0.4,5,0.0093,0.96,0.0734
G-31,50,4.11,Group 5,5,"Dustin Young, Anjali Rao, Olive Wang, Toby Lim, Vivian Cooper",4.04,0.4,0.6,5,0.0148,0.96,0.0739
G-31,50,4.11,Group 6,5,"Claire Tan, Sora Inoue, Elijah Lewis, Maya Rajan, Imran Ashraf",4.08,0.6,0.4,5,0.0215,0.96,0.0733
G-31,50,4.11,Group 7,5,"Kamran Ahmed, Moe Yamashita, Sophie Chiu, Bodhi Chen, Suhana Bhat",4.22,0.4,0.6,5,0.0837,0.96,0.0917
G-31,50,4.11,Group 8,5,"Harish Kumar, Arjun Singh, Kavya Singh, Megan Sari, Gideon Hayes",4.13,0.6,0.4,5,0.0043,0.96,0.0973
G-31,50,4.11,Group 9,5,"Siti Sarah, Zain Bin Ali, Jasmine Chen, Logan Wong, Boris Mikhailov",4.1,0.6,0.4,5,0.0172,0.96,0.1132
G-31,50,4.11,Group 10,5,"Samara Khan, Peyton Bell, Bina Patel, Ella Gonzalez, Jessica Lim",4.16,0.0,1.0,4,0.0163,0.0,0.2402
G-32,50,4.08,Group 1,5,"Isla Ross, Anthony Stewart, Sara Lim, Kien Vo, Derek Chen",4.11,0.6,0.4,5,0.0033,0.96,0.0937
G-32,50,4.08,Group 2,5,"Aditi Suresh, Derek Wilson, Alvin Khor, Xingyu, Yani Tan",4.08,0.4,0.6,5,0.0107,0.96,0.0904
G-32,50,4.08,Group 3,5,"Xue Chen, Shubham Prakash, Rida Bukhari, Nicholas Tan, Selene Tsai",4.1,0.4,0.6,5,0.0103,0.96,0.0986
G-32,50,4.08,Group 4,5,"Naina Noor, Hao Chen, Hua Lin, Caleb Nelson, Kanghao",4.08,0.6,0.4,5,0.0059,0.96,0.1012
G-32,50,4.08,Group 5,5,"Sophie Allen, Colton Ross, Dingqi, Yuki Mori, Sergey Fedorov",4.1,0.6,0.4,5,0.0126,0.96,0.0935
G-32,50,4.08,Group 6,5,"Ying Xiu, Nora Hall, Rylan Cooper, Xiaofang, Uli Agustin",4.04,0.4,0.6,5,0.0151,0.96,0.1081
G-32,50,4.08,Group 7,5,"Yang Chen, Cynthia Chan, Yasmin Cruz, Omer Javed, Aisya Binti Azhar",4.06,0.4,0.6,5,0.0199,0.96,0.1146
G-32,50,4.08,Group 8,5,"Ryan Turner, Addison Ward, Hector Mendoza, Anya Iyer, Cheng Yuan",4.08,0.6,0.4,5,0.0046,0.96,0.1092
G-32,50,4.08,Group 9,5,"Fatima Binti Rahim, Amira Rahman, Oliver Reed, Nisa Tan, Mason Carter",4.08,0.4,0.6,4,0.0019,0.96,0.2104
G-32,50,4.08,Group 10,5,"Sabrina Wong, Lorelei Chen, Leonardo Wu, Mina Lim, Igor Petrov",4.11,0.4,0.6,5,0.0054,0.96,0.139
G-33,50,4.11,Group 1,5,"Neela Kaur, Nandan Yadav, Hao Chen, Jin Hui, Sophie Lee",4.07,0.4,0.6,5,0.0097,0.96,0.0862
G-33,50,4.11,Group 2,5,"Hannah Lim, Dylan Richardson, Priti Singh, Liam Collins, Fatima Reddy",4.17,0.4,0.6,5,0.0357,0.96,0.0871
G-33,50,4.11,Group 3,5,"Maya Sarin, Bunga Melati, Maverick Brown, Chase Sanders, Jacky Lau",4.1,0.6,0.4,5,0.0028,0.96,0.0893
G-33,50,4.11,Group 4,5,"Mila Perez, Mina Qiu, Amir Bin Jamal, Edward Li, Raymond Tan",4.11,0.6,0.4,5,0.0063,0.96,0.0973
G-33,50,4.11,Group 5,5,"Cora Foster, Eleanor Scott, Maya Teo, Liang Zhao, Aashir Khan",4.09,0.4,0.6,5,0.017,0.96,0.0938
G-33,50,4.11,Group 6,5,"Liang Wei, Rhea Verma, Nur Fatima, Wira Bin Fadli, Lyndon Torres",4.04,0.6,0.4,5,0.0128,0.96,0.1152
